pmid,author,weightage
32695326,Christian Combe,0.04
32695326,Didier Gruson,0.04
32695326,Alexandre Boyer,0.04
32330322,T A Duong,0.14286
32330322,C Velter,0.14286
32330322,M Rybojad,0.14286
32330322,C Comte,0.14286
32330322,M Bagot,0.14286
32330322,L Sulimovic,0.14286
32330322,J D Bouaziz,0.14286
32835109,Elena Millá Griñó,0.33333
32835109,María Jesús Muniesa Royo,0.33333
32835109,Marta Pazos López,0.33333
33228902,Rebecca Allen,0.16667
33228902,Karen Wanersdorfer,0.16667
33228902,James Zebley,0.16667
33228902,Geoff Shapiro,0.16667
33228902,Tiffany Coullahan,0.16667
33228902,Babak Sarani,0.16667
33551528,Al-Ekram Elahee Hridoy,0.2
33551528,Md Abdul Mohiman,0.2
33551528,Shekh Md Shajid Hasan Tusher,0.2
33551528,Sayed Ziaul Amin Nowraj,0.2
33551528,Mohammad Atiqur Rahman,0.2
33302701,Pedro Silvio Farsky,0.1
33302701,Diego Feriani,0.1
33302701,Barbara B P Valente,0.1
33302701,Maria A G Andrade,0.1
33302701,Vivian L Amato,0.1
33302701,Larissa Carvalho,0.1
33302701,Aline S Ibanes,0.1
33302701,Luiz F Godoy,0.1
33302701,Renato T Arnoni,0.1
33302701,Cely S Abboud,0.1
33873039,Manel Ben Ali,0.2
33873039,Amor Hedfi,0.2
33873039,Mohammed Almalki,0.2
33873039,Paraskevi K Karachle,0.2
33873039,Fehmi Boufahja,0.2
34051491,Xuan Li,0.1
34051491,Jagadeeshkumar Kulandaivelu,0.1
34051491,Shuxin Zhang,0.1
34051491,Jiahua Shi,0.1
34051491,Muttucumaru Sivakumar,0.1
34051491,Jochen Mueller,0.1
34051491,Stephen Luby,0.1
34051491,Warish Ahmed,0.1
34051491,Lachlan Coin,0.1
34051491,Guangming Jiang,0.1
32447441,Maher Abdessater,0.04762
32447441,Morgan Rouprêt,0.04762
32447441,Vincent Misrai,0.04762
32447441,Ugo Pinar,0.04762
32447441,Xavier Matillon,0.04762
32447441,Bastien Gondran-Tellier,0.04762
32447441,Lucas Freton,0.04762
32447441,Maxime Vallée,0.04762
32447441,Inès Dominique,0.04762
32447441,Margaux Felber,0.04762
32447441,Zine-Eddine Khene,0.04762
32447441,Edouard Fortier,0.04762
32447441,François Lannes,0.04762
32447441,Clément Michiels,0.04762
32447441,Tristan Grevez,0.04762
32447441,Nicolas Szabla,0.04762
32447441,Florian Bardet,0.04762
32447441,Kevin Kaulanjan,0.04762
32447441,Emilien Seizilles de Mazancourt,0.04762
32447441,Guillaume Ploussard,0.04762
32447441,Benjamin Pradere,0.04762
34126964,Hsien-Yen Chang,0.16667
34126964,Wenze Tang,0.16667
34126964,Elham Hatef,0.16667
34126964,Christopher Kitchen,0.16667
34126964,Jonathan P Weiner,0.16667
34126964,Hadi Kharrazi,0.16667
32283108,Ashleigh Shannon,0.1
32283108,Nhung Thi-Tuyet Le,0.1
32283108,Barbara Selisko,0.1
32283108,Cecilia Eydoux,0.1
32283108,Karine Alvarez,0.1
32283108,Jean-Claude Guillemot,0.1
32283108,Etienne Decroly,0.1
32283108,Olve Peersen,0.1
32283108,Francois Ferron,0.1
32283108,Bruno Canard,0.1
33210076,May Lwin,0.14286
33210076,Christopher Holroyd,0.14286
33210076,Dinny Wallis,0.14286
33210076,Brian Davidson,0.14286
33210076,Lyndsey Goulston,0.14286
33210076,Hans de Graaf,0.14286
33210076,Christopher J Edwards,0.14286
33994895,Novanto Yudistira,0.25
33994895,Sutiman Bambang Sumitro,0.25
33994895,Alberth Nahas,0.25
33994895,Nelly Florida Riama,0.25
32651671,Matteo Garibaldi,0.33333
32651671,Gabriele Siciliano,0.33333
32651671,Giovanni Antonini,0.33333
34120800,Tuğçe Aksu Uzunhan,0.07692
34120800,Hülya Maraş Genç,0.07692
34120800,Büşra Kutlubay,0.07692
34120800,Sevinç Kalın,0.07692
34120800,Gonca Bektaş,0.07692
34120800,Özge Yapıcı,0.07692
34120800,Saliha Çıracı,0.07692
34120800,Hatice Gülhan Sözen,0.07692
34120800,Esra Şevketoğlu,0.07692
34120800,Figen Palabıyık,0.07692
34120800,Zeynep Gör,0.07692
34120800,Nafiye Emel Çakar,0.07692
34120800,Bülent Kara,0.07692
33436416,Catherine Diskin,0.2
33436416,Julia Orkin,0.2
33436416,Tanvi Agarwal,0.2
33436416,Arpita Parmar,0.2
33436416,Jeremy N Friedman,0.2
32645630,Chengjun Yu,0.25
32645630,Lian Kang,0.25
32645630,Jiadong Chen,0.25
32645630,Na Zang,0.25
32372791,Christiana Figueres,0.5
32372791,Tom Rivett-Carnac,0.5
32913638,Attayeb Mohsen,0.5
32913638,Ahmed Alarabi,0.5
33719556,Brian Nyatanga,1
33008828,Helene-Mari van der Westhuizen,0.2
33008828,Koot Kotze,0.2
33008828,Sarah Tonkin-Crine,0.2
33008828,Nina Gobat,0.2
33008828,Trisha Greenhalgh,0.2
33676105,Andrii Puzyrenko,0.2
33676105,Juan C Felix,0.2
33676105,Yunguang Sun,0.2
33676105,Hallgeir Rui,0.2
33676105,Yuri Sheinin,0.2
34175293,Harshawardhan Mardikar,0.2
34175293,Manjusha Mardikar,0.2
34175293,Niteen Deshpande,0.2
34175293,Mohan Deshpande,0.2
34175293,Parag Admane,0.2
32437250,Roger A Alvarez,0.33333
32437250,Lorenzo Berra,0.33333
32437250,Mark T Gladwin,0.33333
33826721,Romain Guignard,0.125
33826721,Raphaël Andler,0.125
33826721,Guillemette Quatremère,0.125
33826721,Anne Pasquereau,0.125
33826721,Enguerrand du Roscoät,0.125
33826721,Pierre Arwidson,0.125
33826721,Ivan Berlin,0.125
33826721,Viêt Nguyen-Thanh,0.125
33110553,S V Subramanian,0.33333
33110553,Pritha Chatterjee,0.33333
33110553,Omar Karlsson,0.33333
34367780,Benjamin D Liu,0.33333
34367780,Corrado Ugolini,0.33333
34367780,Pinky Jha,0.33333
34391039,K H D Tang,0.5
34391039,B L F Chin,0.5
34379509,Mijia Lu,0.04545
34379509,Yuexiu Zhang,0.04545
34379509,Piyush Dravid,0.04545
34379509,Anzhong Li,0.04545
34379509,Cong Zeng,0.04545
34379509,Mahesh Kc,0.04545
34379509,Sheetal Trivedi,0.04545
34379509,Himanshu Sharma,0.04545
34379509,Supranee Chaiwatpongsakorn,0.04545
34379509,Ashley Zani,0.04545
34379509,Adam Kenney,0.04545
34379509,Chuanxi Cai,0.04545
34379509,Chengjin Ye,0.04545
34379509,Xueya Liang,0.04545
34379509,Jianming Qiu,0.04545
34379509,Luis Martinez-Sobrido,0.04545
34379509,Jacob S Yount,0.04545
34379509,Prosper N Boyaka,0.04545
34379509,Shan-Lu Liu,0.04545
34379509,Mark E Peeples,0.04545
34379509,Amit Kapoor,0.04545
34379509,Jianrong Li,0.04545
33473323,,inf
34249141,Roy Chebel,0.25
34249141,Chris Labaki,0.25
34249141,Maria Farhat,0.25
34249141,Joseph Kattan,0.25
33975843,Jennifer Kate Beckerman,0.2
33975843,Mohammad Alarfaj,0.2
33975843,Cynthia M Tracy,0.2
33975843,Ariel D Faiwiszewski,0.2
33975843,Andrew D Choi,0.2
33319957,Alberto Giannini,1
32505692,Diego A Álvarez-Díaz,0.07692
32505692,Carlos Franco-Muñoz,0.07692
32505692,Katherine Laiton-Donato,0.07692
32505692,José A Usme-Ciro,0.07692
32505692,Nicolás D Franco-Sierra,0.07692
32505692,Astrid C Flórez-Sánchez,0.07692
32505692,Sergio Gómez-Rangel,0.07692
32505692,Luz D Rodríguez-Calderon,0.07692
32505692,Juliana Barbosa-Ramirez,0.07692
32505692,Erika Ospitia-Baez,0.07692
32505692,Diana M Walteros,0.07692
32505692,Martha L Ospina-Martinez,0.07692
32505692,Marcela Mercado-Reyes,0.07692
33685635,Penghui Wei,0.16667
33685635,Qiang Zheng,0.16667
33685635,Haotian Ye,0.16667
33685635,Wenyuan Lyu,0.16667
33685635,Jianjun Li,0.16667
33685635,Jian-Jun Yang,0.16667
32807416,Claudia Papi,0.16667
32807416,Gregorio Spagni,0.16667
32807416,Andrea Alexandre,0.16667
32807416,Paolo Calabresi,0.16667
32807416,Giacomo Della Marca,0.16667
32807416,Aldobrando Broccolini,0.16667
33529204,Zijun Xu,0.09091
33529204,Dexing Zhang,0.09091
33529204,Dong Xu,0.09091
33529204,Xue Li,0.09091
33529204,Yao Jie Xie,0.09091
33529204,Wen Sun,0.09091
33529204,Eric Kam-Pui Lee,0.09091
33529204,Benjamin Hon-Kei Yip,0.09091
33529204,Phoenix Kit-Han Mo,0.09091
33529204,Shuiyuan Xiao,0.09091
33529204,Samuel Yeung-Shan Wong,0.09091
32579301,Prasanta Raghab Mohapatra,0.33333
32579301,Baijayantimala Mishra,0.33333
32579301,Bijayini Behera,0.33333
32378852,Marius Trøseid,1
32374823,Abdul Arif Khan,0.5
32374823,Zakir Khan,0.5
33492532,Ioana Baiu,0.25
33492532,Erna Forgó,0.25
33492532,Cindy Kin,0.25
33492532,Thomas G Weiser,0.25
33210417,Maryam Khalili,0.25
33210417,Behzad Iranmanesh,0.25
33210417,Saman Mohammadi,0.25
33210417,Mahin Aflatoonian,0.25
34415688,Padmasayee Papineni,1
33163499,Amal Al-Tabba',0.16667
33163499,Maysa Al-Hussaini,0.16667
33163499,Razan Mansour,0.16667
33163499,Hala Sultan,0.16667
33163499,Hikmat Abdel-Razeq,0.16667
33163499,Asem Mansour,0.16667
34267735,Nicolas Castonguay,0.33333
34267735,Wandong Zhang,0.33333
34267735,Marc-André Langlois,0.33333
33180931,Katrien Benhalima,0.05263
33180931,Paul Van Crombrugge,0.05263
33180931,Carolien Moyson,0.05263
33180931,Johan Verhaeghe,0.05263
33180931,Sofie Vandeginste,0.05263
33180931,Hilde Verlaenen,0.05263
33180931,Chris Vercammen,0.05263
33180931,Toon Maes,0.05263
33180931,Els Dufraimont,0.05263
33180931,Christophe De Block,0.05263
33180931,Yves Jacquemyn,0.05263
33180931,Farah Mekahli,0.05263
33180931,Katrien De Clippel,0.05263
33180931,Annick Van Den Bruel,0.05263
33180931,Anne Loccufier,0.05263
33180931,Annouschka Laenen,0.05263
33180931,Caro Minschart,0.05263
33180931,Roland Devlieger,0.05263
33180931,Chantal Mathieu,0.05263
33863292,Fares Qeadan,0.25
33863292,Nana A Mensah,0.25
33863292,Benjamin Tingey,0.25
33863292,Joseph B Stanford,0.25
32969768,Sunhee Lee,0.2
32969768,Gun Young Yoon,0.2
32969768,Jinjong Myoung,0.2
32969768,Seong-Jun Kim,0.2
32969768,Dae-Gyun Ahn,0.2
32805029,André Luís Ferreira Meireles,0.5
32805029,Louisiana Carolina Ferreira de Meireles,0.5
34571024,Vladimir Isachenko,0.25
34571024,Evgenia Isachenko,0.25
34571024,Peter Mallmann,0.25
34571024,Gohar Rahimi,0.25
33589471,Sukeshi Makhecha,0.125
33589471,Angela Jamalzadeh,0.125
33589471,Samantha Irving,0.125
33589471,Pippa Hall,0.125
33589471,Samatha Sonnappa,0.125
33589471,Sejal Saglani,0.125
33589471,Andrew Bush,0.125
33589471,Louise Fleming,0.125
33200042,Edwin Dovigi,0.33333
33200042,Elaine Yuen Ling Kwok,0.33333
33200042,Joseph C English,0.33333
32834915,Felix Köhler-Rieper,0.33333
32834915,Claudius H F Röhl,0.33333
32834915,Enrico De Micheli,0.33333
33960563,Xiaofan Wang,0.1
33960563,Yu Zhao,0.1
33960563,Dandan Li,0.1
33960563,Yun Feng,0.1
33960563,Yusang Xie,0.1
33960563,Yueqing Zhou,0.1
33960563,Min Zhou,0.1
33960563,Yujia Wang,0.1
33960563,Jieming Qu,0.1
33960563,Wei Zuo,0.1
32817964,Skylar W Marvel,0.1
32817964,John S House,0.1
32817964,Matthew Wheeler,0.1
32817964,Kuncheng Song,0.1
32817964,Yihui Zhou,0.1
32817964,Fred A Wright,0.1
32817964,Weihsueh A Chiu,0.1
32817964,Ivan Rusyn,0.1
32817964,Alison Motsinger-Reif,0.1
32817964,David M Reif,0.1
33014893,Tao Li,0.14286
33014893,Li Wang,0.14286
33014893,Huihui Wang,0.14286
33014893,Xuemei Li,0.14286
33014893,Shubing Zhang,0.14286
33014893,Yuanhong Xu,0.14286
33014893,Wei Wei,0.14286
32320138,Parham Sadeghipour,0.04
32320138,Azita H Talasaz,0.04
32320138,Vahid Eslami,0.04
32320138,Babak Geraiely,0.04
32320138,Mohammad Vojdanparast,0.04
32320138,Mojtaba Sedaghat,0.04
32320138,Abouzar Fakhr Moosavi,0.04
32320138,Saeed Alipour-Parsa,0.04
32320138,Bahram Aminian,0.04
32320138,Ata Firouzi,0.04
32320138,Samad Ghaffari,0.04
32320138,Massoud Ghasemi,0.04
32320138,Davood Kazemi Saleh,0.04
32320138,Alireza Khosravi,0.04
32320138,Javad Kojuri,0.04
32320138,Feridoun Noohi,0.04
32320138,Hamid Pourhosseini,0.04
32320138,Mojtaba Salarifar,0.04
32320138,Mohamad Reza Salehi,0.04
32320138,Hashem Sezavar,0.04
32320138,Mahmoud Shabestari,0.04
32320138,Abbas Soleimani,0.04
32320138,Payam Tabarsi,0.04
32320138,Amir Farhang Zand Parsa,0.04
32320138,Seifollah Abdi,0.04
32883050,Mohammed A Rohaim,0.03571
32883050,Emily Clayton,0.03571
32883050,Irem Sahin,0.03571
32883050,Julianne Vilela,0.03571
32883050,Manar E Khalifa,0.03571
32883050,Mohammad Q Al-Natour,0.03571
32883050,Mahmoud Bayoumi,0.03571
32883050,Aurore C Poirier,0.03571
32883050,Manoharanehru Branavan,0.03571
32883050,Mukunthan Tharmakulasingam,0.03571
32883050,Nouman S Chaudhry,0.03571
32883050,Ravinder Sodi,0.03571
32883050,Amy Brown,0.03571
32883050,Peter Burkhart,0.03571
32883050,Wendy Hacking,0.03571
32883050,Judy Botham,0.03571
32883050,Joe Boyce,0.03571
32883050,Hayley Wilkinson,0.03571
32883050,Craig Williams,0.03571
32883050,Jayde Whittingham-Dowd,0.03571
32883050,Elisabeth Shaw,0.03571
32883050,Matt Hodges,0.03571
32883050,Lisa Butler,0.03571
32883050,Michelle D Bates,0.03571
32883050,Roberto La Ragione,0.03571
32883050,Wamadeva Balachandran,0.03571
32883050,Anil Fernando,0.03571
32883050,Muhammad Munir,0.03571
33802437,Jianyong Wu,0.5
33802437,Shuying Sha,0.5
33749935,Thomas G Peters,0.14286
33749935,Jennifer L Bragg-Gresham,0.14286
33749935,Annie C Klopstock,0.14286
33749935,John P Roberts,0.14286
33749935,Glenn Chertow,0.14286
33749935,Frank McCormick,0.14286
33749935,Philip J Held,0.14286
32500510,Roberto Stramare,0.1
32500510,Giovanni Carretta,0.1
32500510,Alfio Capizzi,0.1
32500510,Deris Gianni Boemo,0.1
32500510,Cristina Contessa,0.1
32500510,Raffaella Motta,0.1
32500510,Giorgio De Conti,0.1
32500510,Francesco Causin,0.1
32500510,Chiara Giraudo,0.1
32500510,Daniele Donato,0.1
32227609,G Lisi,0.25
32227609,M Campanelli,0.25
32227609,D Spoletini,0.25
32227609,M Carlini,0.25
33688405,Abdulrahman Arabi,0.125
33688405,Fida Ahmad,0.125
33688405,Jassim Al-Suwaidi,0.125
33688405,Awad Al-Qahtani,0.125
33688405,Nidal Asaad,0.125
33688405,Ihsan Rafie,0.125
33688405,Ashfaq Abdulhamid Patel,0.125
33688405,Mawahib Ali Mohammed El Hassan,0.125
34059167,Simon Gibbon,0.14286
34059167,Emma McPhail,0.14286
34059167,Georgina Mills,0.14286
34059167,Martin McBride,0.14286
34059167,Rebekah Storer,0.14286
34059167,Nicholas Taylor,0.14286
34059167,Lucy McCarthy,0.14286
33858835,Catherine White,0.33333
33858835,Bronwen Connolly,0.33333
33858835,Matthew James Rowland,0.33333
33687000,Antonio Vitiello,0.5
33687000,Francesco Ferrara,0.5
33419420,Lise Dassieu,0.5
33419420,Nadia Sourial,0.5
33336771,A Agnes,0.25
33336771,A La Greca,0.25
33336771,F Tirelli,0.25
33336771,V Papa,0.25
33853843,Edwine Barasa,0.14286
33853843,Angela Kairu,0.14286
33853843,Wangari Ng'ang'a,0.14286
33853843,Marybeth Maritim,0.14286
33853843,Vincent Were,0.14286
33853843,Samuel Akech,0.14286
33853843,Mercy Mwangangi,0.14286
32986881,Stefano De Vita,0.25
32986881,Sonia Ippolito,0.25
32986881,Maria Michela Caracciolo,0.25
32986881,Alberto Barosi,0.25
33051622,Jeremy Reitinger,0.33333
33051622,Samiksha Fouzdar Jain,0.33333
33051622,Donny Suh,0.33333
32729939,Stephen J Halpin,0.07692
32729939,Claire McIvor,0.07692
32729939,Gemma Whyatt,0.07692
32729939,Anastasia Adams,0.07692
32729939,Olivia Harvey,0.07692
32729939,Lyndsay McLean,0.07692
32729939,Christopher Walshaw,0.07692
32729939,Steven Kemp,0.07692
32729939,Joanna Corrado,0.07692
32729939,Rajinder Singh,0.07692
32729939,Tamsin Collins,0.07692
32729939,Rory J O'Connor,0.07692
32729939,Manoj Sivan,0.07692
34171221,Fritjof Lentge,0.16667
34171221,Philipp Jehn,0.16667
34171221,Alexander Nicolai Zeller,0.16667
34171221,Simon Spalthoff,0.16667
34171221,Björn Rahlf,0.16667
34171221,Philippe Korn,0.16667
33894979,Nikhil K Prasad,0.125
33894979,Rachel Lake,0.125
33894979,Brian R Englum,0.125
33894979,Douglas J Turner,0.125
33894979,Tariq Siddiqui,0.125
33894979,Minerva Mayorga-Carlin,0.125
33894979,John D Sorkin,0.125
33894979,Brajesh K Lal,0.125
34170910,Wakgari Deressa,0.2
34170910,Alemayehu Worku,0.2
34170910,Workeabeba Abebe,0.2
34170910,Muluken Gizaw,0.2
34170910,Wondwossen Amogne,0.2
33840617,Sabrina Epstein,0.16667
33840617,Jessica Campanile,0.16667
33840617,Caroline Cerilli,0.16667
33840617,Prateek Gajwani,0.16667
33840617,Varshini Varadaraj,0.16667
33840617,Bonnielin K Swenor,0.16667
33538342,Wen Xie,0.14286
33538342,Zhihai Chen,0.14286
33538342,Qi Wang,0.14286
33538342,Meihua Song,0.14286
33538342,Ying Cao,0.14286
33538342,Lin Wang,0.14286
33538342,Calvin Q Pan,0.14286
33522974,Stefan David Baral,0.11111
33522974,Katherine Blair Rucinski,0.11111
33522974,Jean Olivier Twahirwa Rwema,0.11111
33522974,Amrita Rao,0.11111
33522974,Neia Prata Menezes,0.11111
33522974,Daouda Diouf,0.11111
33522974,Adeeba Kamarulzaman,0.11111
33522974,Nancy Phaswana-Mafuya,0.11111
33522974,Sharmistha Mishra,0.11111
34458391,Kelsie Cowman,0.02703
34458391,Yi Guo,0.02703
34458391,Liise-Anne Pirofski,0.02703
34458391,David Wong,0.02703
34458391,Hongkai Bao,0.02703
34458391,Victor Chen,0.02703
34458391,Una Hopkins,0.02703
34458391,Erin Andrews,0.02703
34458391,Joseph Hamel,0.02703
34458391,Marla Keller,0.02703
34458391,Eran Bellin,0.02703
34458391,Raja Thota,0.02703
34458391,Patricia Davis,0.02703
34458391,Edwin Torres Rodriguez,0.02703
34458391,Pooja Suthar,0.02703
34458391,Lauren Allen,0.02703
34458391,James Rossi,0.02703
34458391,Adam Haviland,0.02703
34458391,Erika Orner,0.02703
34458391,Wendy Szymczak,0.02703
34458391,Sadahf Shujauddin,0.02703
34458391,James McCarthy,0.02703
34458391,Barbara Binder,0.02703
34458391,Vanitha Pushparaj,0.02703
34458391,Linda Bard,0.02703
34458391,Vincent Frank Pierino,0.02703
34458391,Leslie Alsina,0.02703
34458391,David Esses,0.02703
34458391,Alicia McCaskie,0.02703
34458391,Caron Campbell,0.02703
34458391,Tabitha Madzura,0.02703
34458391,Andrew Wollowitz,0.02703
34458391,Kelly Basset,0.02703
34458391,Deborah White,0.02703
34458391,Rafael Ruiz,0.02703
34458391,Frank Sosnowski,0.02703
34458391,Priya Nori,0.02703
33481900,Robert Morlock,0.25
33481900,Amy Morlock,0.25
33481900,Martha Downen,0.25
33481900,Sonali N Shah,0.25
33962243,Shuangshuang Cheng,0.25
33962243,Yuexian Ge,0.25
33962243,Yunho Lee,0.25
33962243,Xin Yang,0.25
34435478,Chiara Colombo,0.14286
34435478,Andrea Albani,0.14286
34435478,Francesco Banfi,0.14286
34435478,Maria Antonietta Maltana,0.14286
34435478,Luca Meroni,0.14286
34435478,Paolo Villa,0.14286
34435478,Anna Maria Brambilla,0.14286
32617989,Dong Huang,0.16667
32617989,He Yu,0.16667
32617989,Ting Wang,0.16667
32617989,Huan Yang,0.16667
32617989,Rong Yao,0.16667
32617989,Zongan Liang,0.16667
34050883,Tuncay Kiris,0.05
34050883,Eyüp Avci,0.05
34050883,Tuba Ekin,0.05
34050883,Didar Elif Akgün,0.05
34050883,Mücahit Tiryaki,0.05
34050883,Arafat Yidirim,0.05
34050883,Kutluhan Hazir,0.05
34050883,Bektaş Murat,0.05
34050883,Mehtap Yeni,0.05
34050883,Rojhad Altindag,0.05
34050883,Sefa Gül,0.05
34050883,Baran Arik,0.05
34050883,Tuncay Güzel,0.05
34050883,Selda Murat,0.05
34050883,Ahmet Oz,0.05
34050883,Mustafa Karabacak,0.05
34050883,Zihni Aktas,0.05
34050883,Tarik Yildirim,0.05
34050883,Baris Kilicaslan,0.05
34050883,Asim Oktay Ergene,0.05
33859433,Anita Makri,1
32315229,Kevin Davies,0.5
32315229,Rodolphe Barrangou,0.5
32496394,Mohammad Javed Ali,1
33820583,Febri Nurrahmi,0.25
33820583,Tabsyir Masykar,0.25
33820583,Harapan Harapan,0.25
33820583,Tanzir Masykar,0.25
33750382,Roberto Buizza,0.25
33750382,Enrico Capobianco,0.25
33750382,Pier Francesco Moretti,0.25
33750382,Paolo Vineis,0.25
33036293,Sraa Abu-Melha,0.16667
33036293,Mastoura M Edrees,0.16667
33036293,Sayed M Riyadh,0.16667
33036293,Mohamad R Abdelaziz,0.16667
33036293,Abdo A Elfiky,0.16667
33036293,Sobhi M Gomha,0.16667
34055964,Julia Chinyere Oparah,0.14286
34055964,Jennifer E James,0.14286
34055964,Destany Barnett,0.14286
34055964,Linda Marie Jones,0.14286
34055964,Daphina Melbourne,0.14286
34055964,Sayida Peprah,0.14286
34055964,Jessica A Walker,0.14286
32608566,B Joob,0.5
32608566,V Wiwanitkit,0.5
33612879,Zilin Wang,0.125
33612879,Xin Huang,0.125
33612879,Ke Ding,0.125
33612879,Chuanhua Ren,0.125
33612879,Lu Cao,0.125
33612879,Derong Zhou,0.125
33612879,Jian Gao,0.125
33612879,Aijun Ding,0.125
32427208,Curt Meine,1
32876245,Carla Jorge Machado,0.125
32876245,Claudia Cristina de Aguiar Pereira,0.125
32876245,Bernardo de Mattos Viana,0.125
32876245,Graziella Lage Oliveira,0.125
32876245,Daniel Carvalho Melo,0.125
32876245,Jáder Freitas Maciel Garcia de Carvalho,0.125
32876245,Flávia Lanna de Moraes,0.125
32876245,Edgar Nunes de Moraes,0.125
32360211,Abdulzahra Hussain,0.33333
32360211,Peter Vasas,0.33333
32360211,Shamsi El-Hasani,0.33333
33402797,Aaliya Khanam,0.16667
33402797,Shabir Ahmad Dar,0.16667
33402797,Zaid Ahmad Wani,0.16667
33402797,Naveed Nazir Shah,0.16667
33402797,Inaamul Haq,0.16667
33402797,Shazia Kousar,0.16667
32504741,J Razanamahery,0.11111
32504741,T Soumagne,0.11111
32504741,S Humbert,0.11111
32504741,A S Brunel,0.11111
32504741,Q Lepiller,0.11111
32504741,E Daguindau,0.11111
32504741,L Mansi,0.11111
32504741,C Chirouze,0.11111
32504741,K Bouiller,0.11111
34212804,Kristine L Florczak,1
33827907,Nicola Panocchia,0.14286
33827907,Viola D'ambrosio,0.14286
33827907,Serafino Corti,0.14286
33827907,Eluisa Lo Presti,0.14286
33827907,Marco Bertelli,0.14286
33827907,Maria Luisa Scattoni,0.14286
33827907,Filippo Ghelma,0.14286
34514964,Rahul Jain,0.33333
34514964,Makkhan Lal Meena,0.33333
34514964,Kunj Bihari Rana,0.33333
32798641,J Picard,0.25
32798641,G Cornec,0.25
32798641,R Baron,0.25
32798641,P Saliou,0.25
32171807,Dirk M Elston,1
33064620,Caitlyn Kellogg,0.5
33064620,Ozlem Equils,0.5
34060256,Jin Ju Park,0.33333
34060256,Yu Bin Seo,0.33333
34060256,Jacob Lee,0.33333
33973186,Ali Nowroozi,0.14286
33973186,Sepideh Razi,0.14286
33973186,Kamal Kant Sahu,0.14286
33973186,Fabio Grizzi,0.14286
33973186,Jann Arends,0.14286
33973186,Mahsa Keshavarz-Fathi,0.14286
33973186,Nima Rezaei,0.14286
34399071,Janet Rand,1
32677321,Gaurav Aggarwal,0.2
32677321,Giuseppe Lippi,0.2
32677321,Carl J Lavie,0.2
32677321,Brandon Michael Henry,0.2
32677321,Fabian Sanchis-Gomar,0.2
32973505,Rudra P Saha,0.11111
32973505,Ashish Ranjan Sharma,0.11111
32973505,Manoj K Singh,0.11111
32973505,Saikat Samanta,0.11111
32973505,Swarnav Bhakta,0.11111
32973505,Snehasish Mandal,0.11111
32973505,Manojit Bhattacharya,0.11111
32973505,Sang-Soo Lee,0.11111
32973505,Chiranjib Chakraborty,0.11111
32817966,Brinkley Raynor,0.14286
32817966,Elvis W Díaz,0.14286
32817966,Julianna Shinnick,0.14286
32817966,Edith Zegarra,0.14286
32817966,Ynes Monroy,0.14286
32817966,Claudia Mena,0.14286
32817966,Ricardo Castillo-Neyra,0.14286
32661859,Varsha Singh,1
33251508,Mala Sachdeva,0.33333
33251508,Kenar D Jhaveri,0.33333
33251508,Steven Fishbane,0.33333
34192204,Arun Prasad,0.14286
34192204,Yankappa N,0.14286
34192204,Pradeep Kumar,0.14286
34192204,Bhavesh Kant Chaudhary,0.14286
34192204,Binod Kumar Pati,0.14286
34192204,Monika Anant,0.14286
34192204,Lokesh Kumar Tiwari,0.14286
33809746,Ravit Bassal,0.33333
33809746,Lital Keinan-Boker,0.33333
33809746,Dani Cohen,0.33333
32311314,Samuele Cortese,0.04
32311314,Philip Asherson,0.04
32311314,Edmund Sonuga-Barke,0.04
32311314,Tobias Banaschewski,0.04
32311314,Daniel Brandeis,0.04
32311314,Jan Buitelaar,0.04
32311314,David Coghill,0.04
32311314,David Daley,0.04
32311314,Marina Danckaerts,0.04
32311314,Ralf W Dittmann,0.04
32311314,Manfred Doepfner,0.04
32311314,Maite Ferrin,0.04
32311314,Chris Hollis,0.04
32311314,Martin Holtmann,0.04
32311314,Eric Konofal,0.04
32311314,Michel Lecendreux,0.04
32311314,Paramala Santosh,0.04
32311314,Aribert Rothenberger,0.04
32311314,César Soutullo,0.04
32311314,Hans-Christoph Steinhausen,0.04
32311314,Eric Taylor,0.04
32311314,Saskia Van der Oord,0.04
32311314,Ian Wong,0.04
32311314,Alessandro Zuddas,0.04
32311314,Emily Simonoff,0.04
32311314,,0.04
34452410,Serge Stroobandt,0.5
34452410,Roland Stroobandt,0.5
34182776,Megan Y Nas,0.33333
34182776,Jeffrey Gabell,0.33333
34182776,Nicholas P Cianciotto,0.33333
32212138,Katarzyna Sikorska,1
34537539,Emanuele Preti,0.09091
34537539,Rossella Di Pierro,0.09091
34537539,Gaia Perego,0.09091
34537539,Marta Bottini,0.09091
34537539,Erica Casini,0.09091
34537539,Elena Ierardi,0.09091
34537539,Fabio Madeddu,0.09091
34537539,Martina Mazzetti,0.09091
34537539,Cristina Riva Crugnola,0.09091
34537539,Paola Taranto,0.09091
34537539,Valentina Di Mattei,0.09091
33195400,Sanchit Seth,0.33333
33195400,Jyotsna Batra,0.33333
33195400,Srilakshmi Srinivasan,0.33333
33651967,Nobunao Ikewaki,0.14286
33651967,Masaru Iwasaki,0.14286
33651967,Gene Kurosawa,0.14286
33651967,Kosagi-Sharaf Rao,0.14286
33651967,Johant Lakey-Beitia,0.14286
33651967,Senthilkumar Preethy,0.14286
33651967,Samuel Jk Abraham,0.14286
34319149,Paraskevi C Fragkou,0.11111
